state,modeldate,candidate_name,startdate,enddate,pollster,pollster_rating_id,samplesize,population,weight,influence,pct,house_adjusted_pct,trend_and_house_adjusted_pct,tracking,poll_id,question_id
"National","8/4/2024","Donald Trump","7/7/2024","7/13/2024","Manhattan Institute",781,2100,"lv",1.078746,0,44,43.86501,44.47729,"",87436,203227
"National","8/4/2024","Donald Trump","7/8/2024","7/11/2024","OH Predictive Insights",235,2295,"lv",1.298234,0,48,43.1729,43.78376,"",87395,203055
"Pennsylvania","8/4/2024","Donald Trump","7/9/2024","7/11/2024","The New York Times/Siena College",448,872,"lv",1.521815,0,43,43.39347,43.83865,"",87403,202987
"National","8/4/2024","Donald Trump","7/7/2024","7/10/2024","Beacon Research/Shaw & Co. Research",103,1210,"rv",1.474272,0,49,45.17997,45.87852,"",87393,202866
"Wisconsin","8/4/2024","Donald Trump","7/6/2024","7/10/2024","North Star Opinion Research",233,600,"lv",.9908795,0,48,43.39748,43.98549,"",87380,202817
"National","8/4/2024","Donald Trump","7/8/2024","7/8/2024","Redfield & Wilton Strategies",562,1101,"lv",.9610172,0,44,44.18864,44.95605,"",87364,202570
"National","8/4/2024","Donald Trump","7/7/2024","7/9/2024","YouGov",391,1443,"rv",1.086101,0,42,42.4985,43.32396,"",87363,202541
"National","8/4/2024","Donald Trump","7/7/2024","7/9/2024","Hart Research Associates/Public Opinion Strategies",221,800,"rv",1.105344,0,47,43.82339,44.58913,"",87394,202873
"National","8/4/2024","Donald Trump","7/7/2024","7/8/2024","Emerson College",88,1370,"rv",1.470507,0,49,45.1226,45.89172,"",87361,202463
"National","8/4/2024","Donald Trump","7/5/2024","7/9/2024","Ipsos",154,2041,"rv",.9231689,0,47,45.8688,46.71817,"",87367,202656
"National","8/4/2024","Donald Trump","7/2/2024","7/6/2024","Bendixen & Amandi International",29,1000,"lv",.9656021,0,41,38.24443,39.24208,"",87358,202427
"National","8/4/2024","Donald Trump","7/1/2024","7/3/2024","J.L. Partners",619,1000,"lv",.9872479,0,49,43.4428,44.59587,"",87314,202142
"National","8/4/2024","Donald Trump","7/1/2024","7/2/2024","Ipsos",154,892,"rv",.7207345,0,43,41.73857,42.92635,"",87297,201892
"National","8/4/2024","Donald Trump","7/1/2024","7/3/2024","Data for Progress",522,2067,"lv",1.089106,0,46,41.37275,42.49927,"",87366,202610
"National","8/4/2024","Donald Trump","6/28/2024","7/1/2024","YouGov",391,1176,"rv",1.109194,0,47,43.01909,44.36,"",87298,201923
"National","8/4/2024","Donald Trump","6/28/2024","6/30/2024","SSRS",297,1274,"rv",.9478914,0,47,42.87638,44.16546,"",87294,201882
"National","8/4/2024","Donald Trump","6/28/2024","6/30/2024","Harris Insights & Analytics",133,1500,"rv",1.198962,0,43,41.99779,43.33466,"",87304,202058
"National","8/4/2024","Donald Trump","6/28/2024","6/28/2024","Data for Progress",522,1011,"lv",.841207,0,48,43.20793,44.50977,"",87276,201737
"Georgia","8/3/2024","Convention Bounce for Donald Trump","7/29/2024","7/30/2024","Public Policy Polling",263,662,"rv",.9082701,.9082701,45,46.55918,46.47258,"",87633,204849
"National","8/3/2024","Convention Bounce for Donald Trump","7/29/2024","7/31/2024","RMG Research",555,3000,"rv",1.214496,1.214496,44.76191,45.21713,45.21778,"",87656,205165
"Arizona","8/3/2024","Convention Bounce for Donald Trump","7/29/2024","7/30/2024","Public Policy Polling",263,618,"rv",.8908122,.8908122,45,46.42629,45.98094,"",87631,204847
"Georgia","8/3/2024","Convention Bounce for Donald Trump","7/29/2024","7/30/2024","Trafalgar Group/InsiderAdvantage",671,,"lv",.8285843,.8285843,45,45.19751,45.30064,"",87658,205167
"Pennsylvania","8/3/2024","Convention Bounce for Donald Trump","7/29/2024","7/30/2024","Public Policy Polling",263,627,"rv",.8945254,.8945254,45,46.54314,46.23728,"",87632,204848
"National","8/3/2024","Convention Bounce for Donald Trump","7/29/2024","7/29/2024","Redfield & Wilton Strategies",562,1750,"lv",1.05666,1.019649,45.23809,45.65763,45.53875,"",87619,204785
"National","8/3/2024","Convention Bounce for Donald Trump","7/27/2024","7/30/2024","Civiqs",471,1123,"rv",.8738968,.8432875,45.47619,46.99495,46.87931,"",87641,204936
"National","8/3/2024","Convention Bounce for Donald Trump","7/27/2024","7/30/2024","YouGov",391,1434,"rv",1.235144,1.190748,45.47619,45.42986,45.41256,"",87628,204845
"National","8/3/2024","Convention Bounce for Donald Trump","7/26/2024","7/29/2024","American Pulse",836,1035,"lv",.9366338,.8710204,45.95238,46.29593,46.151,"",87643,204991
"Pennsylvania","8/3/2024","Convention Bounce for Donald Trump","7/27/2024","7/28/2024","Quantus Polls and News",859,500,"rv",.7591876,.6985504,45.95238,46.12379,46.00075,"",87638,204875
"National","8/3/2024","Convention Bounce for Donald Trump","7/26/2024","7/28/2024","Morning Consult",218,11538,"rv",1.150079,1.027625,46.19048,46.38066,46.24849,"T",87597,204617
"National","8/3/2024","Convention Bounce for Donald Trump","7/26/2024","7/27/2024","Florida Atlantic University/Mainstreet Research",770,952,"lv",.9772951,.8746024,46.42857,46.24249,46.15972,"",87617,204775
"National","8/3/2024","Convention Bounce for Donald Trump","7/26/2024","7/28/2024","Ipsos",154,876,"rv",.6758482,.6035414,46.19048,46.28823,46.04919,"",87630,204846
"New Hampshire","8/3/2024","Convention Bounce for Donald Trump","7/26/2024","7/28/2024","Emerson College",88,1000,"rv",1.329066,1.329066,46.19048,46.42463,46.24301,"",87635,204853
"National","8/3/2024","Convention Bounce for Donald Trump","7/24/2024","7/29/2024","ActiVote",721,1000,"lv",.875528,.7817987,46.42857,46.49718,46.36482,"",87639,204877
"National","8/3/2024","Convention Bounce for Donald Trump","7/26/2024","7/28/2024","Leger",572,786,"lv",1.001678,.8964229,46.19048,46.4625,46.26329,"",87642,204940
"National","8/3/2024","Convention Bounce for Donald Trump","7/26/2024","7/28/2024","Harris Insights & Analytics",133,2196,"rv",1.174445,1.048737,46.19048,46.10021,45.99122,"",87613,204702
"National","8/3/2024","Convention Bounce for Donald Trump","7/23/2024","7/29/2024","McLaughlin & Associates",203,1000,"lv",.7394398,.6358408,46.66667,46.81334,46.55844,"",87640,204925
"National","8/3/2024","Convention Bounce for Donald Trump","7/25/2024","7/27/2024","Morning Consult",218,4000,"rv",.2482506,.2129593,46.66667,46.85701,46.67181,"T",87598,204618
"North Carolina","8/3/2024","Convention Bounce for Donald Trump","7/24/2024","7/28/2024","Morning Consult",218,706,"rv",.9296545,.9296545,46.66667,46.79225,46.54186,"",87625,204798
"Arizona","8/3/2024","Convention Bounce for Donald Trump","7/23/2024","7/29/2024","Public Opinion Strategies",260,400,"lv",.9511118,.799179,46.66667,46.59417,46.42774,"",87644,204993
"Wisconsin","8/3/2024","Convention Bounce for Donald Trump","7/23/2024","7/29/2024","Public Opinion Strategies",260,400,"lv",.9511118,.9511118,46.66667,46.68185,46.5566,"",87648,204997
"Arizona","8/3/2024","Convention Bounce for Donald Trump","7/24/2024","7/28/2024","Morning Consult",218,804,"rv",.9615175,.8079224,46.66667,46.60579,46.44901,"",87621,204794
"Pennsylvania","8/3/2024","Convention Bounce for Donald Trump","7/23/2024","7/29/2024","Public Opinion Strategies",260,400,"lv",.9511118,.799179,46.66667,46.70163,46.50251,"",87647,204996
"Florida","8/3/2024","Convention Bounce for Donald Trump","7/24/2024","7/27/2024","University of North Florida",360,774,"lv",1.264148,1.264148,46.90476,46.63921,46.64271,"",87612,204676
"Nevada","8/3/2024","Convention Bounce for Donald Trump","7/24/2024","7/28/2024","Morning Consult",218,454,"rv",.8107653,.8107653,46.66667,46.50938,46.4498,"",87624,204797
"Georgia","8/3/2024","Convention Bounce for Donald Trump","7/24/2024","7/28/2024","Morning Consult",218,799,"rv",.9599783,.8066291,46.66667,46.55706,46.47758,"",87622,204795
"Wisconsin","8/3/2024","Convention Bounce for Donald Trump","7/24/2024","7/28/2024","Morning Consult",218,700,"rv",.9275542,.9275542,46.66667,46.69462,46.57724,"",87627,204800
"Ohio","8/3/2024","Convention Bounce for Donald Trump","7/23/2024","7/28/2024","Fabrizio Lee & Associates/Impact Research",694,600,"lv",.8675019,.8675019,46.90476,46.90476,46.7039,"",87650,205029
"Pennsylvania","8/3/2024","Convention Bounce for Donald Trump","7/24/2024","7/28/2024","Morning Consult",218,804,"rv",.9615175,.8079224,46.66667,46.71478,46.52438,"",87626,204799
"Michigan","8/3/2024","Convention Bounce for Donald Trump","7/23/2024","7/29/2024","Public Opinion Strategies",260,400,"lv",.9511118,.9511118,46.66667,46.83233,46.56659,"",87645,204994
"Nevada","8/3/2024","Convention Bounce for Donald Trump","7/23/2024","7/29/2024","Public Opinion Strategies",260,400,"lv",.9511118,.9511118,46.66667,46.47039,46.42459,"",87646,204995
"Michigan","8/3/2024","Convention Bounce for Donald Trump","7/24/2024","7/28/2024","Morning Consult",218,706,"rv",.9296545,.9296545,46.66667,46.84285,46.58712,"",87623,204796
"New Hampshire","8/3/2024","Convention Bounce for Donald Trump","7/24/2024","7/25/2024","Saint Anselm College",494,2083,"rv",1.363115,1.284013,47.38095,47.40554,47.09741,"",87560,204339
"National","8/3/2024","Convention Bounce for Donald Trump","7/24/2024","7/25/2024","Rasmussen Reports",277,2163,"lv",1.215129,.9997419,47.38095,47.30516,46.98936,"",200043,2000432
"National","8/3/2024","Convention Bounce for Donald Trump","7/24/2024","7/26/2024","Morning Consult",218,4000,"rv",.2480395,.2038605,47.14286,47.33334,47.05304,"T",87599,204619
"National","8/3/2024","Convention Bounce for Donald Trump","7/24/2024","7/25/2024","Ipsos",154,1238,"a",.6252246,.5142083,47.38095,47.47889,47.09144,"",87614,204763
"Washington","8/3/2024","Convention Bounce for Donald Trump","7/24/2024","7/25/2024","Public Policy Polling",263,581,"lv",.9104527,.9104527,47.38095,47.7774,48.21954,"",87576,204375
"Oregon","8/3/2024","Convention Bounce for Donald Trump","7/24/2024","7/26/2024","Hoffman Research Group",141,700,"lv",.8395725,.8395725,47.14286,47.14286,46.86466,"",87634,204851
"Minnesota","8/3/2024","Convention Bounce for Donald Trump","7/23/2024","7/25/2024","SurveyUSA",325,656,"lv",1.293963,1.293963,47.61905,47.69627,47.28946,"",87581,204502
"National","8/3/2024","Convention Bounce for Donald Trump","7/23/2024","7/25/2024","AtlasIntel",546,1980,"rv",1.749679,1.381972,47.61905,47.51116,47.06914,"",87590,204553
"National","8/3/2024","Convention Bounce for Donald Trump","7/23/2024","7/25/2024","Angus Reid Global",13,1743,"rv",1.373048,1.084492,47.61905,47.51285,47.07119,"",87592,204593
"National","8/3/2024","Convention Bounce for Donald Trump","7/23/2024","7/25/2024","Morning Consult",218,4000,"rv",.2505119,.1967857,47.61905,47.80965,47.43188,"T",87600,204620
"New Hampshire","8/3/2024","Convention Bounce for Donald Trump","7/23/2024","7/25/2024","University of New Hampshire",357,2875,"lv",1.16764,1.066002,47.61905,47.59739,47.22923,"",87559,204335
"National","8/3/2024","Convention Bounce for Donald Trump","7/23/2024","7/25/2024","Fabrizio/GBAO",796,1000,"rv",.9019572,.7124045,47.61905,47.52042,47.08035,"",87580,204500
"Pennsylvania","8/3/2024","Convention Bounce for Donald Trump","7/23/2024","7/25/2024","Bullfinch",692,800,"rv",.8577757,.6522411,47.61905,47.44898,47.11248,"",87575,204378
"Maine","8/3/2024","Convention Bounce for Donald Trump","7/23/2024","7/25/2024","University of New Hampshire",357,1445,"lv",1.02402,1.02402,47.61905,47.61277,47.25034,"",87558,204333
"Pennsylvania","8/3/2024","Convention Bounce for Donald Trump","7/22/2024","7/28/2024","Susquehanna Polling & Research Inc.",326,600,"lv",1.078603,.6478565,47.14286,47.11879,46.48822,"",87618,204782
"National","8/3/2024","Convention Bounce for Donald Trump","7/22/2024","7/25/2024","Harris Insights & Analytics",133,2472,"lv",1.193619,.7269784,47.85714,47.76664,46.87614,"",87579,204443
"National","8/3/2024","Convention Bounce for Donald Trump","7/22/2024","7/26/2024","Clarity Campaign Labs",52,995,"lv",1.142427,.7022637,47.61905,47.70067,46.77131,"",87659,205198
"Minnesota","8/3/2024","Convention Bounce for Donald Trump","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,475,"lv",.7872432,.5883062,48.09524,48.0476,47.25846,"",87570,204355
"Wisconsin","8/3/2024","Convention Bounce for Donald Trump","7/22/2024","7/23/2024","Emerson College",88,845,"rv",1.257808,.7588529,48.33333,48.01825,47.36633,"",87545,204156
"National","8/3/2024","Convention Bounce for Donald Trump","7/22/2024","7/24/2024","Rasmussen Reports",277,1074,"lv",.9242403,.5309922,48.09524,48.01938,46.98619,"",200041,2000412
"Georgia","8/3/2024","Convention Bounce for Donald Trump","7/22/2024","7/23/2024","Emerson College",88,800,"rv",1.235309,.6433157,48.33333,47.87967,47.24283,"",87543,204154
"National","8/3/2024","Convention Bounce for Donald Trump","7/22/2024","7/24/2024","Change Research",48,2137,"rv",1.139644,.6606354,48.09524,48.04332,47.04517,"",87553,204173
"Florida","8/3/2024","Convention Bounce for Donald Trump","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,572,"lv",.8278549,.7100108,48.09524,47.57814,46.97587,"",87567,204352
"National","8/3/2024","Convention Bounce for Donald Trump","7/22/2024","7/24/2024","The New York Times/Siena College",448,1142,"lv",1.681785,.9749072,48.09524,48.05812,47.04765,"",87557,204206
"National","8/3/2024","Convention Bounce for Donald Trump","7/22/2024","7/23/2024","Ipsos",154,1018,"rv",.724315,.4142597,48.33333,48.43137,47.32608,"",87530,203951
"National","8/3/2024","Convention Bounce for Donald Trump","7/22/2024","7/23/2024","YouGov",391,1155,"lv",.9574304,.5428072,48.33333,48.28679,47.28418,"",87555,204188
"Pennsylvania","8/3/2024","Convention Bounce for Donald Trump","7/22/2024","7/24/2024","Beacon Research/Shaw & Co. Research",103,1034,"rv",1.398447,.7282733,48.09524,47.85314,47.1034,"",87583,204507
"National","8/3/2024","Convention Bounce for Donald Trump","7/22/2024","7/23/2024","RMG Research",555,2000,"rv",.9424692,.5395238,48.33333,48.79125,47.75183,"",87539,204123
"National","8/3/2024","Convention Bounce for Donald Trump","7/22/2024","7/24/2024","SurveyMonkey",324,5265,"a",1.026118,.5948261,48.09524,48.04051,47.04459,"",87561,204361
"National","8/3/2024","Convention Bounce for Donald Trump","7/22/2024","7/24/2024","Big Village",37,1492,"lv",1.173604,.6803215,48.09524,48.24711,47.26466,"",87541,204138
"Wisconsin","8/3/2024","Convention Bounce for Donald Trump","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,523,"lv",.8087144,.4879084,48.09524,47.85221,47.19785,"",87571,204359
"National","8/3/2024","Convention Bounce for Donald Trump","7/22/2024","7/23/2024","SSRS",297,1631,"rv",.9972708,.5781038,48.33333,48.05112,46.99218,"",200042,2000421
"Michigan","8/3/2024","Convention Bounce for Donald Trump","7/22/2024","7/23/2024","Emerson College",88,800,"rv",1.235309,.7452789,48.33333,48.20231,47.35168,"",87544,204155
"National","8/3/2024","Convention Bounce for Donald Trump","7/22/2024","7/24/2024","Morning Consult",218,11297,"rv",.4410342,.2458794,48.09524,48.28593,47.28793,"T",87552,204169
"Minnesota","8/3/2024","Convention Bounce for Donald Trump","7/22/2024","7/24/2024","Beacon Research/Shaw & Co. Research",103,1071,"rv",1.415126,1.057523,48.09524,48.05245,47.24807,"",87584,204511
"Michigan","8/3/2024","Convention Bounce for Donald Trump","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,512,"lv",.804052,.4850955,48.09524,48.01767,47.18004,"",87569,204354
"Michigan","8/3/2024","Convention Bounce for Donald Trump","7/22/2024","7/24/2024","Glengariff Group",117,600,"lv",.9587052,.5783999,48.09524,48.02781,47.16877,"",87572,204360
"Pennsylvania","8/3/2024","Convention Bounce for Donald Trump","7/22/2024","7/23/2024","Emerson College",88,850,"rv",1.260253,.6563057,48.33333,48.0462,47.29345,"",87546,204157
"Wisconsin","8/3/2024","Convention Bounce for Donald Trump","7/22/2024","7/24/2024","Beacon Research/Shaw & Co. Research",103,1046,"rv",1.403903,.8469938,48.09524,47.82249,47.17854,"",87582,204503
"Pennsylvania","8/3/2024","Convention Bounce for Donald Trump","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,851,"lv",.9082868,.4730112,48.09524,47.85664,47.11911,"",87563,204358
"Michigan","8/3/2024","Convention Bounce for Donald Trump","7/22/2024","7/24/2024","Beacon Research/Shaw & Co. Research",103,1012,"rv",1.388323,.8375943,48.09524,48.01785,47.16489,"",87585,204515
"Nevada","8/3/2024","Convention Bounce for Donald Trump","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,435,"lv",.7668447,.6576853,48.09524,47.66047,46.90821,"",87562,204356
"Arizona","8/3/2024","Convention Bounce for Donald Trump","7/22/2024","7/23/2024","Emerson College",88,800,"rv",1.235309,.6433157,48.33333,47.98183,47.15037,"",87542,204153
"North Carolina","8/3/2024","Convention Bounce for Donald Trump","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,586,"lv",.8328815,.6309597,48.09524,47.95317,47.16179,"",87564,204357
"Arizona","8/3/2024","Convention Bounce for Donald Trump","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,510,"lv",.8031887,.4182789,48.09524,47.81751,46.98283,"",87566,204351
"Georgia","8/3/2024","Convention Bounce for Donald Trump","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,1180,"lv",.9752806,.5078998,48.09524,47.65786,47.05736,"",87568,204353
"National","8/3/2024","Convention Bounce for Donald Trump","7/21/2024","7/23/2024","YouGov",391,1435,"rv",.966617,.3392036,48.57143,48.52488,47.25747,"",87536,204062
"National","8/3/2024","Convention Bounce for Donald Trump","7/22/2024","7/22/2024","Marist College",183,1117,"rv",1.429356,.5281883,48.57143,48.58472,47.29572,"",87531,203980
"Georgia","8/3/2024","Convention Bounce for Donald Trump","7/22/2024","7/22/2024","Landmark Communications",166,400,"lv",1.007723,.2833309,48.57143,47.93244,47.34698,"",87534,204026
"National","8/3/2024","Convention Bounce for Donald Trump","7/21/2024","7/23/2024","ActiVote",721,1000,"lv",.8304751,.2928757,48.57143,48.64022,47.37711,"",87537,204106
"Pennsylvania","8/3/2024","Convention Bounce for Donald Trump","7/20/2024","7/23/2024","North Star Opinion Research",233,600,"lv",.9908795,.2785951,48.80952,48.47387,47.54119,"",87540,204126
"National","8/3/2024","Convention Bounce for Donald Trump","7/21/2024","7/22/2024","Morning Consult",218,4001,"rv",1.140022,.1972459,48.80952,49.00032,47.76816,"",87523,203777
"National","8/3/2024","Convention Bounce for Donald Trump","7/19/2024","7/22/2024","YouGov",391,1178,"rv",.9804718,.1748452,49.28571,49.23914,48.02829,"",87529,203943
"National","8/3/2024","Convention Bounce for Donald Trump","7/19/2024","7/21/2024","Echelon Insights",407,982,"lv",1.198089,.1607192,49.52381,48.98759,48.28031,"",87520,203669
"Arizona","8/3/2024","Convention Bounce for Donald Trump","7/19/2024","7/20/2024","Public Policy Polling",263,736,"rv",.8179438,.042658,49.76191,51.19482,49.9598,"",87525,203798
"North Carolina","8/3/2024","Convention Bounce for Donald Trump","7/19/2024","7/20/2024","Public Policy Polling",263,573,"rv",.87103,.1847262,49.76191,50.83288,50.18765,"",87526,203802
"National","8/3/2024","Convention Bounce for Donald Trump","7/19/2024","7/21/2024","Florida Atlantic University/Mainstreet Research",770,711,"lv",.8951985,.1178128,49.52381,49.3371,48.53463,"",87528,203855
"National","8/3/2024","Convention Bounce for Donald Trump","7/19/2024","7/21/2024","Harris Insights & Analytics",133,2169,"lv",1.385613,.1794457,49.52381,49.43321,48.60436,"",87521,203737
"New Hampshire","8/3/2024","Convention Bounce for Donald Trump","7/19/2024","7/21/2024","Praecones Analytica",257,601,"rv",.8685638,.1881233,49.52381,49.16917,48.63872,"",87509,203620
"National","8/3/2024","Convention Bounce for Donald Trump","7/19/2024","7/21/2024","Quinnipiac University",267,1257,"rv",1.355245,.1818012,49.52381,48.9797,48.27516,"",87524,203795
"Michigan","8/3/2024","Convention Bounce for Donald Trump","7/17/2024","7/18/2024","Public Policy Polling",263,650,"rv",.7623327,.0030852,46.25,48.26872,48.77977,"",87486,203577
"Pennsylvania","8/3/2024","Convention Bounce for Donald Trump","7/17/2024","7/18/2024","Public Policy Polling",263,624,"rv",.863735,.0202795,46.25,47.7967,48.72509,"",87485,203573
"National","8/3/2024","Convention Bounce for Donald Trump","7/16/2024","7/18/2024","YouGov",391,2240,"lv",1.411647,0,45,44.95372,47.01479,"",87483,203552
"Georgia","8/3/2024","Convention Bounce for Donald Trump","7/9/2024","7/18/2024","University of Georgia",350,1000,"lv",1.119954,0,43.75,43.76266,46.88655,"",87510,203623
"Georgia","8/3/2024","Convention Bounce for Donald Trump","7/15/2024","7/16/2024","InsiderAdvantage",243,800,"lv",1.01441,0,41.25,41.86634,45.32172,"",87429,203135
"Arizona","8/3/2024","Convention Bounce for Donald Trump","7/15/2024","7/16/2024","InsiderAdvantage",243,800,"lv",1.01441,0,41.25,42.09576,45.90822,"",87477,203532
"Nevada","8/3/2024","Convention Bounce for Donald Trump","7/15/2024","7/16/2024","InsiderAdvantage",243,800,"lv",1.01441,.18411,41.25,42.06689,45.80091,"",87476,203531
"Florida","8/3/2024","Convention Bounce for Donald Trump","7/15/2024","7/16/2024","InsiderAdvantage",243,800,"lv",1.01441,.18411,41.25,42.06568,45.73611,"",87467,203388
"National","8/3/2024","Convention Bounce for Donald Trump","7/15/2024","7/16/2024","Ipsos",154,992,"rv",.8833403,0,41.25,41.34621,45.65667,"",87433,203337
"Pennsylvania","8/3/2024","Convention Bounce for Donald Trump","7/15/2024","7/16/2024","InsiderAdvantage",243,800,"lv",1.01441,0,41.25,41.55495,45.78317,"",87475,203530
"National","8/3/2024","Convention Bounce for Donald Trump","7/13/2024","7/16/2024","YouGov",391,1404,"rv",1.088165,0,41.25,41.20434,45.88359,"",87437,203235
"Wisconsin","8/3/2024","Convention Bounce for Donald Trump","7/13/2024","7/16/2024","Civiqs",471,514,"rv",.7301393,0,41.25,43.25724,47.24992,"",87493,203594
"Michigan","8/3/2024","Convention Bounce for Donald Trump","7/13/2024","7/16/2024","Civiqs",471,532,"rv",.7372482,0,41.25,43.47861,47.30294,"",87494,203593
"Pennsylvania","8/3/2024","Convention Bounce for Donald Trump","7/13/2024","7/16/2024","Civiqs",471,536,"rv",.738781,0,41.25,42.76026,47.14344,"",87492,203589
"Virginia","8/3/2024","Convention Bounce for Donald Trump","7/14/2024","7/15/2024","Emerson College",88,1000,"rv",1.329066,1.329066,40,39.9836,44.74352,"",87468,203402
"Georgia","8/3/2024","Convention Bounce for Donald Trump","7/14/2024","7/15/2024","Florida Atlantic University/Mainstreet Research",770,312,"lv",.5107227,0,40,40.95683,44.89932,"",87471,203507
"National","8/3/2024","Convention Bounce for Donald Trump","7/15/2024","7/15/2024","Morning Consult",218,2045,"rv",1.201874,0,40,40.18607,45.51699,"",87423,203020
"Virginia","8/3/2024","Convention Bounce for Donald Trump","7/14/2024","7/15/2024","Florida Atlantic University/Mainstreet Research",770,265,"lv",.479259,.479259,40,40.01499,44.73782,"",87473,203521
"National","8/3/2024","Convention Bounce for Donald Trump","7/12/2024","7/15/2024","SurveyUSA",325,1098,"lv",1.549629,0,40,40.30719,45.74702,"",87449,203390
"National","8/3/2024","Convention Bounce for Donald Trump","7/13/2024","7/15/2024","Harris Insights & Analytics",133,1918,"rv",1.180141,0,40,39.91173,45.38147,"",87435,203234
"Virginia","8/3/2024","Convention Bounce for Donald Trump","7/12/2024","7/13/2024","Florida Atlantic University/Mainstreet Research",770,544,"lv",.6923547,.6370167,40,40.01499,44.94185,"",87440,203513
"Georgia","8/3/2024","Convention Bounce for Donald Trump","7/12/2024","7/13/2024","Florida Atlantic University/Mainstreet Research",770,549,"lv",.6760592,0,40,40.95683,45.11346,"",87441,203499
"National","8/3/2024","Convention Bounce for Donald Trump","7/12/2024","7/14/2024","Big Village",37,1499,"lv",1.174875,0,40,40.14818,45.73272,"",87432,203162
"Pennsylvania","8/3/2024","Convention Bounce for Donald Trump","7/11/2024","7/12/2024","Public Policy Polling",263,537,"rv",.8397312,0,40,41.51638,46.53672,"",87514,203641
"Washington","8/3/2024","Convention Bounce for Donald Trump","7/10/2024","7/13/2024","SurveyUSA",325,708,"lv",1.329363,.2387091,40,40.01905,45.25658,"",87430,203358
"Michigan","8/3/2024","Convention Bounce for Donald Trump","7/11/2024","7/12/2024","Public Policy Polling",263,568,"rv",.7965377,0,40,41.98065,46.73199,"",87513,203634
"Wisconsin","8/3/2024","Convention Bounce for Donald Trump","7/10/2024","7/11/2024","Public Policy Polling",263,548,"rv",.8590776,0,40,42.10612,47.12718,"",87515,203648
"Virginia","8/3/2024","Convention Bounce for Donald Trump","7/9/2024","7/12/2024","The New York Times/Siena College",448,661,"lv",1.372263,1.153055,40,40.01268,45.19003,"",87404,202989
"Arizona","8/3/2024","Convention Bounce for Donald Trump","7/10/2024","7/11/2024","Public Policy Polling",263,596,"rv",.8814034,0,40,41.40134,47.20017,"",87512,203627
"National","8/3/2024","Convention Bounce for Donald Trump","7/7/2024","7/13/2024","Manhattan Institute",781,2100,"lv",1.078746,0,40,40.12979,46.33883,"",87436,203227
"National","8/3/2024","Convention Bounce for Donald Trump","7/9/2024","7/10/2024","Marist College",183,1174,"rv",1.453317,0,40,40.01295,46.30416,"",87377,202771
"National","8/3/2024","Convention Bounce for Donald Trump","7/8/2024","7/11/2024","OH Predictive Insights",235,2295,"lv",1.298234,0,40,40.13113,46.33948,"",87395,203055
"Pennsylvania","8/3/2024","Convention Bounce for Donald Trump","7/9/2024","7/11/2024","The New York Times/Siena College",448,872,"lv",1.521815,0,40,40.70347,45.98563,"",87403,202987
"National","8/3/2024","Convention Bounce for Donald Trump","7/7/2024","7/10/2024","Beacon Research/Shaw & Co. Research",103,1210,"rv",1.474272,0,40,40.06025,46.48894,"",87393,202866
"Wisconsin","8/3/2024","Convention Bounce for Donald Trump","7/6/2024","7/10/2024","North Star Opinion Research",233,600,"lv",.9908795,0,40,40.87463,46.50521,"",87380,202817
"National","8/3/2024","Convention Bounce for Donald Trump","7/7/2024","7/8/2024","Emerson College",88,1370,"rv",1.470507,0,40,40.02579,46.55421,"",87361,202463
"National","8/3/2024","Convention Bounce for Donald Trump","7/7/2024","7/9/2024","Hart Research Associates/Public Opinion Strategies",221,800,"rv",1.105344,0,40,40.03638,46.55896,"",87394,202873
"National","8/3/2024","Convention Bounce for Donald Trump","7/7/2024","7/9/2024","YouGov",391,1443,"rv",1.086101,0,40,39.95462,46.59111,"",87363,202541
"National","8/3/2024","Convention Bounce for Donald Trump","7/8/2024","7/8/2024","Redfield & Wilton Strategies",562,1101,"lv",.9610172,0,40,40.41142,46.9564,"",87364,202570
"National","8/3/2024","Convention Bounce for Donald Trump","7/5/2024","7/9/2024","Ipsos",154,2041,"rv",.9231689,0,40,40.09562,46.68766,"",87367,202656
"National","8/3/2024","Convention Bounce for Donald Trump","7/2/2024","7/6/2024","Bendixen & Amandi International",29,1000,"lv",.9656021,0,40,39.95832,46.76617,"",87358,202427
"National","8/3/2024","Convention Bounce for Donald Trump","7/1/2024","7/3/2024","J.L. Partners",619,1000,"lv",.9872479,0,40,39.85228,46.98659,"",87314,202142
"National","8/3/2024","Convention Bounce for Donald Trump","7/1/2024","7/3/2024","Data for Progress",522,2067,"lv",1.089106,0,40,39.67289,46.77281,"",87366,202610
"National","8/3/2024","Convention Bounce for Donald Trump","7/1/2024","7/2/2024","Ipsos",154,892,"rv",.7207345,0,40,40.09562,47.24536,"",87297,201892
"National","8/3/2024","Convention Bounce for Donald Trump","6/28/2024","7/1/2024","YouGov",391,1176,"rv",1.109194,0,40,39.95462,47.52249,"",87298,201923
